task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
100	d5/7ac17d	3129239	run_proteinprophet (18)	COMPLETED	0	2022-07-11 11:52:32.680	5.1s	3.9s	83.3%	43.1 MB	128.6 MB	54.4 MB	3.8 MB
101	6b/84365e	3129462	run_proteinprophet (19)	COMPLETED	0	2022-07-11 11:52:33.137	5.3s	4s	82.4%	43.1 MB	128.5 MB	53.9 MB	3.9 MB
102	e0/825050	3129534	run_proteinprophet (20)	COMPLETED	0	2022-07-11 11:52:33.215	5.3s	4.1s	83.6%	43.8 MB	128.7 MB	55.2 MB	4.1 MB
103	b2/3c06d8	3130565	run_proteinprophet (21)	COMPLETED	0	2022-07-11 11:52:34.821	5.3s	4.2s	81.4%	44.1 MB	128.9 MB	55.3 MB	3.9 MB
108	3e/a42f05	3132575	run_proteinprophet (22)	COMPLETED	0	2022-07-11 11:52:38.457	5.2s	3.8s	81.3%	43.5 MB	128.7 MB	54.7 MB	3.9 MB
104	4c/302b2f	3131213	run_stpeter (1)	COMPLETED	0	2022-07-11 11:52:36.190	7.5s	6.2s	86.3%	19.3 MB	28 MB	435.5 MB	8.9 MB
105	fd/8fc9b4	3131241	run_stpeter (2)	COMPLETED	0	2022-07-11 11:52:36.242	7.5s	6.2s	85.8%	19.7 MB	28.4 MB	439.8 MB	8.7 MB
106	58/3a475d	3131904	run_stpeter (3)	COMPLETED	0	2022-07-11 11:52:37.291	6.9s	5.8s	84.8%	19.6 MB	28.4 MB	416.8 MB	8.3 MB
107	39/f1ae7c	3132054	run_stpeter (4)	COMPLETED	0	2022-07-11 11:52:37.750	7.2s	6.1s	86.2%	20 MB	28.7 MB	440.4 MB	9.1 MB
109	25/d0cbcc	3132663	run_stpeter (5)	COMPLETED	0	2022-07-11 11:52:38.538	6.9s	5.8s	84.8%	19.7 MB	28.6 MB	413.9 MB	8.4 MB
110	f1/547a35	3133441	run_stpeter (6)	COMPLETED	0	2022-07-11 11:52:40.124	6.6s	5.6s	83.8%	19.7 MB	28.5 MB	399.7 MB	8.4 MB
112	ad/7a9885	3134808	run_proteinprophet (24)	COMPLETED	0	2022-07-11 11:52:43.712	5.4s	4s	83.6%	45 MB	129.2 MB	56.7 MB	4.2 MB
114	aa/c02aa3	3135101	run_proteinprophet (26)	COMPLETED	0	2022-07-11 11:52:44.186	5.5s	4.1s	84.1%	45.3 MB	129.2 MB	56.8 MB	4.2 MB
113	cf/117853	3134824	run_proteinprophet (25)	COMPLETED	0	2022-07-11 11:52:43.725	6.5s	5s	83.6%	43.9 MB	129.4 MB	54.1 MB	4.6 MB
111	f3/2d8800	3134753	run_proteinprophet (23)	COMPLETED	0	2022-07-11 11:52:43.638	6.7s	5.5s	83.6%	44.2 MB	129.7 MB	53.9 MB	4.8 MB
115	19/224733	3135974	run_proteinprophet (27)	COMPLETED	0	2022-07-11 11:52:44.999	5.4s	4s	81.8%	44.9 MB	129 MB	56.6 MB	4 MB
133	87/301ee9	3135102	convert_stpeter (2)	COMPLETED	0	2022-07-11 11:52:44.193	7.6s	6.2s	86.5%	180.5 MB	4.2 GB	47.6 MB	35.3 MB
116	8b/444b20	3136363	run_stpeter (7)	COMPLETED	0	2022-07-11 11:52:45.448	7.1s	6.1s	84.9%	19.8 MB	28.7 MB	436.3 MB	9 MB
117	a6/772d7a	3137124	run_stpeter (8)	COMPLETED	0	2022-07-11 11:52:46.718	6.7s	5.7s	84.7%	19.8 MB	28.5 MB	408 MB	8.9 MB
118	89/917fb7	3138074	run_stpeter (9)	COMPLETED	0	2022-07-11 11:52:49.095	7.1s	5.9s	85.7%	19.3 MB	28.2 MB	423.6 MB	8.4 MB
119	66/c4380f	3138361	run_stpeter (10)	COMPLETED	0	2022-07-11 11:52:49.652	7.3s	5.9s	83.6%	19.3 MB	28.1 MB	420.4 MB	8.1 MB
120	e5/bf48f9	3138771	run_stpeter (11)	COMPLETED	0	2022-07-11 11:52:50.189	7.4s	6.2s	82.1%	19.8 MB	28.5 MB	404.7 MB	8.8 MB
122	cb/8af3dc	3138958	run_stpeter (13)	COMPLETED	0	2022-07-11 11:52:50.394	7.3s	6s	83.0%	19.6 MB	28.3 MB	410.9 MB	8.3 MB
121	b3/e53de4	3138871	run_stpeter (12)	COMPLETED	0	2022-07-11 11:52:50.300	7.6s	6s	85.5%	19.3 MB	28.2 MB	425.4 MB	8.3 MB
132	59/e7e9e1	3139836	convert_stpeter (1)	COMPLETED	0	2022-07-11 11:52:51.769	7.3s	6.3s	86.6%	182.3 MB	4.2 GB	47.6 MB	35.3 MB
123	8b/53a672	3140300	run_stpeter (14)	COMPLETED	0	2022-07-11 11:52:52.528	7.1s	6.1s	85.4%	19.3 MB	28.1 MB	430.2 MB	8.4 MB
124	3d/91b127	3140760	run_stpeter (15)	COMPLETED	0	2022-07-11 11:52:53.410	6.9s	5.8s	85.2%	19.8 MB	28.5 MB	420.2 MB	9.2 MB
125	ad/cdd6e8	3141882	run_stpeter (16)	COMPLETED	0	2022-07-11 11:52:56.225	6.9s	5.9s	86.1%	20.1 MB	28.9 MB	436.9 MB	8.6 MB
126	f4/685be7	3142363	run_stpeter (17)	COMPLETED	0	2022-07-11 11:52:56.998	7s	5.7s	84.5%	19.7 MB	28.7 MB	420.5 MB	8.3 MB
127	a2/35be62	3142736	run_stpeter (18)	COMPLETED	0	2022-07-11 11:52:57.611	6.8s	5.7s	85.7%	19.4 MB	28.2 MB	416.6 MB	8.1 MB
128	8a/a092c6	3142806	run_stpeter (19)	COMPLETED	0	2022-07-11 11:52:57.705	6.8s	5.7s	84.5%	19.6 MB	28.3 MB	409 MB	8.1 MB
129	ec/d3ffc6	3142993	run_stpeter (20)	COMPLETED	0	2022-07-11 11:52:57.902	7s	5.9s	84.9%	19.5 MB	28.4 MB	429.4 MB	8.7 MB
134	32/d5e9e0	3143736	convert_stpeter (3)	COMPLETED	0	2022-07-11 11:52:59.033	6.8s	5.8s	85.7%	210.1 MB	4.3 GB	47.1 MB	34.8 MB
130	6d/9a3bc2	3144090	run_stpeter (21)	COMPLETED	0	2022-07-11 11:52:59.590	7s	5.9s	85.6%	19.8 MB	28.7 MB	425 MB	8.3 MB
131	b7/b0071d	3144578	run_stpeter (22)	COMPLETED	0	2022-07-11 11:53:00.277	7.1s	5.8s	85.1%	19.4 MB	28.2 MB	417.9 MB	8.1 MB
